,product,rating,rating_count,price,product_url,image_url
11,"Columbia Women's Peak to Park Insulated Jacket, Water Resistant and Insulated  ",4.6 out of 5 stars,"1,969",$ 98.79,https://amazon.com/Columbia-Womens-Insulated-Jacket-Medium/dp/B076VNT71B/ref=sr_1_61?keywords=winter+jacket&qid=1661528006&sr=8-61,https://m.media-amazon.com/images/I/51nnYeTvGZL._AC_UL320_.jpg
12,Columbia Women's Peak to Park Mid Insulated Jacket  ,4.5 out of 5 stars,"2,005",$ 89.97,https://amazon.com/Columbia-Womens-Insulated-Jacket-Black/dp/B07K8PXX4T/ref=sr_1_62?keywords=winter+jacket&qid=1661528006&sr=8-62,https://m.media-amazon.com/images/I/61Ce9-nTQuL._AC_UL320_.jpg
13,Wantdo Women's Winter Hooded Coat Waterproof Warm Long Puffer Jacket Parka  ,4.5 out of 5 stars,"2,145",$ 79.97,https://amazon.com/Wantdo-Womens-Winter-Hooded-Jacket/dp/B07WGT3F1W/ref=sr_1_63?keywords=winter+jacket&qid=1661528006&sr=8-63,https://m.media-amazon.com/images/I/61bwi7LnhuL._AC_UL320_.jpg
14,Amazon Essentials Men's Lightweight Water-Resistant Packable Hooded Puffer Jacket  ,4.5 out of 5 stars,"6,925",$ 46.70,https://amazon.com/Amazon-Essentials-Lightweight-Water-Resistant-Packable/dp/B07BN72SZ5/ref=sr_1_64?keywords=winter+jacket&qid=1661528006&sr=8-64,https://m.media-amazon.com/images/I/81TnIAEZoBS._MCnd_AC_UL320_.jpg
15,BIKE BEER Army Cycling Jersey Men's Cycling Long Sleeve Fall/Winter Cycling Jersey  ,4.2 out of 5 stars,44,$ 26.66,https://amazon.com/sspa/click?ie=UTF8&spc=MTo4ODU0NTUyOTE3Mjg1MzY6MTY2MTUyODAwNjpzcF9tdGY6MjAwMDQ1NDI4NzU0MTk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FBIKE-BEER-Veterans-Cycling-Jersey%2Fdp%2FB09BKSZ4Z6%2Fref%3Dsr_1_65_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1661528006%26sr%3D8-65-spons%26psc%3D1,https://m.media-amazon.com/images/I/71LHGrOiUtL._AC_UL320_.jpg
16,JiangWu Womens Fashion Horn Button Fleece Thicken Coat with Hood Winter Warm Jacket  ,3.7 out of 5 stars,"1,033",$ 43.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTo4ODU0NTUyOTE3Mjg1MzY6MTY2MTUyODAwNjpzcF9tdGY6MjAwMDg2MjExMjYxNzExOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FJiangWu-Fashion-Thicken-X-Large-Dark-gray%2Fdp%2FB096RGMV7P%2Fref%3Dsr_1_66_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1661528006%26sr%3D8-66-spons%26psc%3D1,https://m.media-amazon.com/images/I/71Uka7jFopL._AC_UL320_.jpg
17,EKLENTSON Men's Winter Coats Fleece Lined Multi Pockets Thicken Cotton Parka Jacket with Removable Hood  ,4.3 out of 5 stars,243,$ 72.98,https://amazon.com/sspa/click?ie=UTF8&spc=MTo4ODU0NTUyOTE3Mjg1MzY6MTY2MTUyODAwNjpzcF9tdGY6MjAwMDg5Mzg3NDI4MTIxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FEKLENTSON-Winter-Jacket-Military-Windbreaker%2Fdp%2FB08P39NLBY%2Fref%3Dsr_1_67_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1661528006%26sr%3D8-67-spons%26psc%3D1%26smid%3DA3HTMSJMNP2EUL,https://m.media-amazon.com/images/I/6170Y9LsHNL._AC_UL320_.jpg
18,DRI Duck Men's Cheyenne Jacket  ,4.7 out of 5 stars,"1,533",$ 72.63,https://amazon.com/DRI-Duck-Cheyenne-Jacket-Field/dp/B003UD8JYS/ref=sr_1_70?keywords=winter+jacket&qid=1661528006&sr=8-70,https://m.media-amazon.com/images/I/71+NpqpwRyL._AC_UL320_.jpg
19,Columbia Men's Granite Mountain Fleece Jacket  ,4.7 out of 5 stars,"2,730",$ 39.71,https://amazon.com/Columbia-Granite-Mountain-Fleece-X-Large/dp/B00OU8A5H6/ref=sr_1_71?keywords=winter+jacket&qid=1661528006&sr=8-71,https://m.media-amazon.com/images/I/71pQfI+ZFpL._AC_UL320_.jpg
20,Columbia Women's Copper Crest Hooded Jacket  ,4.7 out of 5 stars,"1,911",$ 111.29,https://amazon.com/Columbia-Womens-Copper-Hooded-Jacket/dp/B07K6ZDJFM/ref=sr_1_73?keywords=winter+jacket&qid=1661528006&sr=8-73,https://m.media-amazon.com/images/I/61qCnWL6ZML._AC_UL320_.jpg
21,Arctix Men's Performance Tundra Jacket With Added Visibility  ,4.6 out of 5 stars,"4,030",$ 74.00,https://amazon.com/Arctix-Performance-Tundra-Visibility-4X-Large/dp/B00V9XMMA8/ref=sr_1_74?keywords=winter+jacket&qid=1661528006&sr=8-74,https://m.media-amazon.com/images/I/91LPuVqBl1L._AC_UL320_.jpg
22,"Marmot Men's Stockholm Down Puffer Jacket, Fill Power 700  ",4.4 out of 5 stars,608,$ 206.25,https://amazon.com/Marmot-Stockholm-Puffer-Jacket-XX-Large/dp/B075LF5THC/ref=sr_1_75?keywords=winter+jacket&qid=1661528006&sr=8-75,https://m.media-amazon.com/images/I/91B7f5r+CGL._AC_UL320_.jpg
23,QPNGRP Mens Waterproof Ski Snowboard Jacket Windproof Winter Snow Coat  ,4.5 out of 5 stars,"3,209",$ 59.99,https://amazon.com/QPNGRP-Waterproof-Fleece-Jacket-Windproof/dp/B07V9QCK1L/ref=sr_1_76?keywords=winter+jacket&qid=1661528006&sr=8-76,https://m.media-amazon.com/images/I/616RCQgthuL._AC_UL320_.jpg
24,Dickies Men's Insulated Eisenhower Front-Zip Jacket  ,4.5 out of 5 stars,"7,457",$ 69.99,https://amazon.com/Dickies-Insulated-Eisenhower-Front-Zip-Regular/dp/B002R0GS1Q/ref=sr_1_77?keywords=winter+jacket&qid=1661528006&sr=8-77,https://m.media-amazon.com/images/I/61ZvT5ESxML._AC_UL320_.jpg
25,Amazon Essentials Girls and Toddlers' Lightweight Water-Resistant Packable Hooded Puffer Jacket  ,4.6 out of 5 stars,"5,969",$ 38.90,https://amazon.com/Amazon-Essentials-Lightweight-Water-Resistant-Packable/dp/B07Q8NMX9Y/ref=sr_1_78?keywords=winter+jacket&qid=1661528006&sr=8-78,https://m.media-amazon.com/images/I/711VD6i8vsL._MCnd_AC_UL320_.jpg
26,Columbia Women's Carson Pass Ic Jacket  ,4.7 out of 5 stars,971,$ 153.33,https://amazon.com/Columbia-Womens-Carson-Interchange-Jacket/dp/B01N0LTDLQ/ref=sr_1_79?keywords=winter+jacket&qid=1661528006&sr=8-79,https://m.media-amazon.com/images/I/81MZFB1kh8L._AC_UL320_.jpg
27,Carhartt Men's Canvas Insulated Hooded Active Jac  ,4.9 out of 5 stars,75,$ 49.99,https://amazon.com/Carhartt-Canvas-Insulated-Hooded-Active/dp/B09DRM97JQ/ref=sr_1_80?keywords=winter+jacket&qid=1661528006&sr=8-80,https://m.media-amazon.com/images/I/91QCGmX5TgL._AC_UL320_.jpg
28,"33,000ft Men's Softshell Jacket Fleece Lined, Water Resistant Winter Warm Shell Jacket Coat Lightweight Outdoor Hiking  ",4.4 out of 5 stars,23,$ 49.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTo4ODU0NTUyOTE3Mjg1MzY6MTY2MTUyODAwNjpzcF9tdGY6MjAwMDk0ODY5NjE0NDMxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2F33-000ft-Softshell-Resistant-Lightweight%2Fdp%2FB08YQZ92V5%2Fref%3Dsr_1_81_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1661528006%26sr%3D8-81-spons%26psc%3D1,https://m.media-amazon.com/images/I/51YSJ8FRd7L._AC_UL320_.jpg
29,JiangWu Hoodies for Men Winter Heavyweight Fleece Sherpa Lined Zipper Sweatshirt Jackets  ,4.2 out of 5 stars,141,$ 35.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTo4ODU0NTUyOTE3Mjg1MzY6MTY2MTUyODAwNjpzcF9tdGY6MjAwMDI2MTYzMDAwNDk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FJiangWu-Hoodies-Heavyweight-Sweatshirt-Black-1%2Fdp%2FB09KZHRBQD%2Fref%3Dsr_1_82_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1661528006%26sr%3D8-82-spons%26psc%3D1,https://m.media-amazon.com/images/I/611jI3GLoJL._AC_UL320_.jpg
30,"Women’s Navy Vegan Down Long Parka Jacket - Water Repellent, Windproof, Warm Insulated Winter Coat with Faux Fur Hood  ",4.5 out of 5 stars,887,$ 145.35,https://amazon.com/Alpine-North-Womens-Winter-Jacket/dp/B07GS9TXYD/ref=sr_1_85?keywords=winter+jacket&qid=1661528006&sr=8-85,https://m.media-amazon.com/images/I/71Y8LWf7B8L._AC_UL320_.jpg
31,Calvin Klein Men's Water Resistant Soft Shell Open Bottom Jacket (Standard and Big & Tall)  ,4.5 out of 5 stars,792,$ 34.84,https://amazon.com/Calvin-Klein-Resistant-Bottom-Standard/dp/B08TRQVMZ2/ref=sr_1_86?keywords=winter+jacket&qid=1661528006&sr=8-86,https://m.media-amazon.com/images/I/81bE9pf-EuL._AC_UL320_.jpg
32,Columbia Men's Oroville Creek Lined Jacket  ,4.5 out of 5 stars,431,$ 44.98,https://amazon.com/Columbia-Oroville-Creek-Jacket-X-Large/dp/B07DKWR24J/ref=sr_1_87?keywords=winter+jacket&qid=1661528006&sr=8-87,https://m.media-amazon.com/images/I/618pBY44sBL._AC_UL320_.jpg
33,Columbia Girls' Horizon Ride Jacket  ,4.6 out of 5 stars,10,$ 49.87,https://amazon.com/Columbia-Toddler-Horizon-Jacket-Floral/dp/B0814BT213/ref=sr_1_89?keywords=winter+jacket&qid=1661528006&sr=8-89,https://m.media-amazon.com/images/I/818+o0YoxvL._AC_UL320_.jpg
34,Amazon Essentials Women's Lightweight Water-Resistant Hooded Puffer Coat (Available in Plus Size)  ,4.3 out of 5 stars,"13,162",$ 57.60,https://amazon.com/Amazon-Essentials-Lightweight-Water-Resistant-Packable/dp/B07C8VG2D1/ref=sr_1_90?keywords=winter+jacket&qid=1661528006&sr=8-90,https://m.media-amazon.com/images/I/71MOnvNLYlL._MCnd_AC_UL320_.jpg
35,"33,000ft Men's Waterproof 3-in-1 Ski Jacket, Warm Mountain Windbreaker Snow Rain Jackets Winter Coat with Puffer Jacket  ",4.5 out of 5 stars,21,$ 89.99,https://amazon.com/33-000ft-Waterproof-Mountain-Windbreaker/dp/B09GF4XGF2/ref=sr_1_91?keywords=winter+jacket&qid=1661528006&sr=8-91,https://m.media-amazon.com/images/I/61n3N7sP23L._AC_UL320_.jpg
36,Little Donkey Andy Men's 3 in 1 Winter Coat Jacket Waterproof Warm Ski Snowboarding Cold Weather  ,4.4 out of 5 stars,12,$ 54.99,https://amazon.com/Little-Donkey-Andy-Waterproof-Snowboarding/dp/B09C5RFJM6/ref=sr_1_92?keywords=winter+jacket&qid=1661528006&sr=8-92,https://m.media-amazon.com/images/I/81kQZtw53zL._AC_UL320_.jpg
37,Columbia Men's Ascender Softshell Jacket  ,4.6 out of 5 stars,253,$ 65.02,https://amazon.com/Columbia-Ascender-Softshell-Jacket-Resistant/dp/B00KIDCZ8E/ref=sr_1_93?keywords=winter+jacket&qid=1661528006&sr=8-93,https://m.media-amazon.com/images/I/61CQWBrlg7S._AC_UL320_.jpg
38,"Columbia Youth Girls Katelyn Crest Jacket, Dolphin, XX-Small  ",5.0 out of 5 stars,1,$ 32.08,https://amazon.com/Columbia-Little-Katelyn-Dolphin-XX-Small/dp/B0814BTFPN/ref=sr_1_94?keywords=winter+jacket&qid=1661528006&sr=8-94,https://m.media-amazon.com/images/I/71DwMz9LouS._AC_UL320_.jpg
39,Spyder Men's Leader GTX  ,4.7 out of 5 stars,125,$ 500.00,https://amazon.com/Spyder-Active-Sports-Leader-Large/dp/B0848818DP/ref=sr_1_95?keywords=winter+jacket&qid=1661528006&sr=8-95,https://m.media-amazon.com/images/I/71Gku5VXOOL._AC_UL320_.jpg
40,Columbia Boys' Steens Mt Overlay  ,4.8 out of 5 stars,978,$ 40.07,https://amazon.com/Columbia-Steens-Overlay-Black-Grill/dp/B07864VNQY/ref=sr_1_96?keywords=winter+jacket&qid=1661528006&sr=8-96,https://m.media-amazon.com/images/I/612hd9EpUuL._AC_UL320_.jpg
41,Columbia Women's Copper Crest Long Jacket  ,4.5 out of 5 stars,779,$ 110.16,https://amazon.com/Columbia-Womens-Copper-Jacket-Medium/dp/B0814C63VP/ref=sr_1_98?keywords=winter+jacket&qid=1661528006&sr=8-98,https://m.media-amazon.com/images/I/61BmN-Ca2IL._AC_UL320_.jpg
42,Helly-Hansen Womens Aden Waterproof Breathable Hooded Long Rain Jacket  ,4.6 out of 5 stars,684,$ 150.00,https://amazon.com/Helly-Hansen-Womens-Waterproof-Breathable/dp/B01ET4MO5Q/ref=sr_1_99?keywords=winter+jacket&qid=1661528006&sr=8-99,https://m.media-amazon.com/images/I/51GPy1tJuRL._AC_UL320_.jpg
43,Levi's Men's Faux Leather Sherpa Aviator Bomber Jacket  ,4.7 out of 5 stars,"2,279",$ 160.00,https://amazon.com/Levis-Vintage-Leather-Sherpa-Aviator/dp/B07FMGXZV6/ref=sr_1_100?keywords=winter+jacket&qid=1661528006&sr=8-100,https://m.media-amazon.com/images/I/81E5-qIJDML._AC_UL320_.jpg
44,Columbia Men's Stuart Island Interchange Jacket  ,4.4 out of 5 stars,55,$ 158.90,https://amazon.com/Columbia-Stuart-Island-Interchange-Jacket/dp/B08MPP4NG3/ref=sr_1_101?keywords=winter+jacket&qid=1661528006&sr=8-101,https://m.media-amazon.com/images/I/61C8gHDURDL._AC_UL320_.jpg
45,Columbia Men's Pike Lake Jacket  ,4.6 out of 5 stars,"1,092",$ 110.39,https://amazon.com/Columbia-Mens-Jacket-Black-Medium/dp/B01N0EZK61/ref=sr_1_102?keywords=winter+jacket&qid=1661528006&sr=8-102,https://m.media-amazon.com/images/I/71akTgYMq7L._AC_UL320_.jpg
46,GEMYSE Women's Mountain Waterproof Ski Snow Jacket Winter Windproof Rain Jacket  ,4.6 out of 5 stars,"9,060",$ 78.98,https://amazon.com/GEMYSE-Womens-Mountain-Waterproof-Windproof/dp/B07S7JMTS2/ref=sr_1_103?keywords=winter+jacket&qid=1661528006&sr=8-103,https://m.media-amazon.com/images/I/61IwE58mWBL._AC_UL320_.jpg
47,Columbia Men's Autumn Park Down Jacket  ,4.6 out of 5 stars,603,$ 127.50,https://amazon.com/Columbia-Mens-Autumn-Park-Jacket/dp/B0814BWFYH/ref=sr_1_104?keywords=winter+jacket&qid=1661528006&sr=8-104,https://m.media-amazon.com/images/I/61tIDbR5IaS._AC_UL320_.jpg
48,JanLEESi Toddler Polar Fleece Hoodie Jacket Baby Boys Girls Winter Warm Outerwear  ,4.7 out of 5 stars,173,$ 17.99,https://amazon.com/Toddler-Fleece-Hoodie-Jacket-Outerwear/dp/B08P71WDJK/ref=sr_1_105?keywords=winter+jacket&qid=1661528006&sr=8-105,https://m.media-amazon.com/images/I/61mhZr8GTvL._AC_UL320_.jpg
49,Columbia Girls' Heavenly Long Jacket  ,4.8 out of 5 stars,324,$ 59.99,https://amazon.com/Columbia-Youth-Girls-Heavenly-Jacket/dp/B0814CGMJB/ref=sr_1_106?keywords=winter+jacket&qid=1661528006&sr=8-106,https://m.media-amazon.com/images/I/61+mjmVNB-S._AC_UL320_.jpg
50,Columbia Women's Suttle Mountain Long Insulated Jacket  ,4.7 out of 5 stars,"1,428",$ 179.99,https://amazon.com/Columbia-Womens-Suttle-Mountain-Insulated/dp/B07JCFC5KW/ref=sr_1_107?keywords=winter+jacket&qid=1661528006&sr=8-107,https://m.media-amazon.com/images/I/61lLUraDzIL._AC_UL320_.jpg
51,Calvin Klein Girls' Long Length Hooded Puffer Jacket with Fleece Lining  ,4.7 out of 5 stars,913,$ 28.91,https://amazon.com/Calvin-Klein-Little-Puffer-Jacket/dp/B07DRZNVP3/ref=sr_1_108?keywords=winter+jacket&qid=1661528006&sr=8-108,https://m.media-amazon.com/images/I/71Pr51jbYRL._AC_UL320_.jpg
52,Men's Zip Up Hoodie Heavyweight Winter Sweatshirt Fleece Sherpa Lined Warm Jacket  ,4.5 out of 5 stars,"6,249",$ 42.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A07516782AIXY8SW1ORB2&url=%2FHoodie-Heavyweight-Winter-Sweatshirt-Fleece%2Fdp%2FB08YR1QTPB%2Fref%3Dsr_1_97_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1661528008%26sr%3D8-97-spons%26psc%3D1&qualifier=1661528008&id=2640903434794317&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/71pYNEUNjpL._AC_UL320_.jpg
53,JACKETOWN Men's Zip Up Hoodie Heavyweight Fleece Lined Jacket Wool Warm Thick Winter Coat Sweatshirt  ,5.0 out of 5 stars,1,$ 42.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A10227072WBM5ZU877D2W&url=%2FJACKETOWN-jackets-Heavyweight-Sweatshirts-652-Grey%2Fdp%2FB09Z7X5GDS%2Fref%3Dsr_1_98_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1661528008%26sr%3D8-98-spons%26psc%3D1&qualifier=1661528008&id=2640903434794317&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/81Z8GeA4LfL._AC_UL320_.jpg
54,BIKE BEER Army Cycling Jersey Men's Cycling Long Sleeve Fall/Winter Cycling Jersey  ,4.2 out of 5 stars,44,$ 26.66,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A03681731DG2OVHPB0HLT&url=%2FBIKE-BEER-Veterans-Cycling-Jersey%2Fdp%2FB09BKSZ4Z6%2Fref%3Dsr_1_99_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1661528008%26sr%3D8-99-spons%26psc%3D1&qualifier=1661528008&id=2640903434794317&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/71LHGrOiUtL._AC_UL320_.jpg
55,MOERDENG Women's Waterproof Ski Jacket Warm Winter Snow Coat Mountain Windbreaker Hooded Raincoat Jacket  ,4.5 out of 5 stars,"25,268",$ 46.74,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0358315GESGV3ATRQ6T&url=%2FMOERDENG-Waterproof-Mountain-Windbreaker-Raincoat%2Fdp%2FB08FX3BQ6P%2Fref%3Dsr_1_100_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1661528008%26smid%3DA2O6VI746FE05N%26sr%3D8-100-spons%26psc%3D1&qualifier=1661528008&id=2640903434794317&widgetName=sp_atf_next,https://m.media-amazon.com/images/I/615rv7aoA+L._AC_UL320_.jpg
56,Pioneer Camp Men's Winter Coats Water-Repellent Windproof Thicken Parkas Long Hooded Padded Puffer Jacket  ,4.5 out of 5 stars,521,$ 129.99,https://amazon.com/Pioneer-Camp-Water-Repellent-Windproof-Thicken/dp/B07YP64YTS/ref=sr_1_102?keywords=winter+jacket&qid=1661528008&sr=8-102,https://m.media-amazon.com/images/I/51IM0c3foyL._AC_UL320_.jpg
57,Amazon Essentials Boys and Toddlers' Light-Weight Water-Resistant Packable Hooded Puffer Coat  ,4.5 out of 5 stars,"5,978",$ 37.60,https://amazon.com/Amazon-Essentials-Lightweight-Water-Resistant-Packable/dp/B0738HD59H/ref=sr_1_103?keywords=winter+jacket&qid=1661528008&sr=8-103,https://m.media-amazon.com/images/I/91m2e1Wz1iL._MCnd_AC_UL320_.jpg
58,Condor Summit Zero Men's Lightweight Soft Shell Jacket  ,4.6 out of 5 stars,122,$ 90.95,https://amazon.com/Condor-SUMMIT-Lightweight-Shell-Jacket/dp/B007WY01ZQ/ref=sr_1_104?keywords=winter+jacket&qid=1661528008&sr=8-104,https://m.media-amazon.com/images/I/61I1dugJpcL._AC_UL320_.jpg
59,Marmot Men's Knife Edge Jacket  ,4.4 out of 5 stars,244,$ 168.75,https://amazon.com/Marmot-Mens-Knife-Jacket-Medium/dp/B07DYFQ4HN/ref=sr_1_105?keywords=winter+jacket&qid=1661528008&sr=8-105,https://m.media-amazon.com/images/I/61kkP6zrs4L._AC_UL320_.jpg
60,Columbia Men’s Timberline Triple Interchange Winter Jacket  ,4.6 out of 5 stars,606,$ 149.10,https://amazon.com/Columbia-Timberline-Triple-Interchange-Jacket/dp/B07KD63G1K/ref=sr_1_107?keywords=winter+jacket&qid=1661528008&sr=8-107,https://m.media-amazon.com/images/I/517WyKJhT4L._AC_UL320_.jpg
61,Columbia Baby Foxy Sherpa Full Zip  ,4.8 out of 5 stars,583,$ 40.85,https://amazon.com/Columbia-Girls-Toddler-Baby-Sherpa-Chalk/dp/B0815HSHBD/ref=sr_1_108?keywords=winter+jacket&qid=1661528008&sr=8-108,https://m.media-amazon.com/images/I/61fAnfO7KbL._AC_UL320_.jpg
62,Columbia boys Alpine Action ii Jacket  ,4.8 out of 5 stars,382,$ 68.79,https://amazon.com/Columbia-Alpine-Action-Ii-Jacket-Heather/dp/B07JCJMNWT/ref=sr_1_109?keywords=winter+jacket&qid=1661528008&sr=8-109,https://m.media-amazon.com/images/I/61nv-Jv4mjS._AC_UL320_.jpg
