,product,rating,rating_count,price,product_url,image_url
63,MAGNIVIT Men's Bomber Jacket Casual Fall Winter Military Jacket and Coats Outwear  ,4.4 out of 5 stars,"1,697",$ 45.98,https://amazon.com/MAGNIVIT-Bomber-Jacket-Casual-Outwear/dp/B08CN6DHZX/ref=sr_1_110?keywords=winter+jacket&qid=1661528008&sr=8-110,https://m.media-amazon.com/images/I/51JISPYJlwL._AC_UL320_.jpg
64,Baby Boy Fleece Jacket Girl Winer Clothes Coat Toddler Boy'S Clothing Sweater  ,4.5 out of 5 stars,25,$ 19.99,https://amazon.com/Infant-Fleece-Clothes-Toddler-Sweater/dp/B0B3HY21KH/ref=sr_1_111?keywords=winter+jacket&qid=1661528008&sr=8-111,https://m.media-amazon.com/images/I/71GebVIl2AL._AC_UL320_.jpg
65,TACVASEN Men's Ski Jackets Winter Waterproof Windproof Hiking Snowboard Fleece Lined Jacket Hooded  ,4.5 out of 5 stars,244,$ 61.98,https://amazon.com/TACVASEN-Jackets-Snowboard-Windproof-Fleece/dp/B07YKD33W9/ref=sr_1_112?keywords=winter+jacket&qid=1661528008&sr=8-112,https://m.media-amazon.com/images/I/7192yteHdiL._AC_UL320_.jpg
66,Columbia Boys' Double Trouble Jacket  ,4.6 out of 5 stars,467,$ 57.51,https://amazon.com/Columbia-Toddler-Double-Trouble-Mountain/dp/B0814BFH67/ref=sr_1_113?keywords=winter+jacket&qid=1661528008&sr=8-113,https://m.media-amazon.com/images/I/61H+W-ORlaL._AC_UL320_.jpg
67,Wantdo Men's Waterproof 3 in 1 Ski Jacket Warm Winter Coat Windproof Snowboarding Jackets with Detachable Puffer Coat  ,4.5 out of 5 stars,"1,234",$ 82.97,https://amazon.com/Wantdo-Winter-Jacket-Waterproof-Interchange/dp/B07PFZP441/ref=sr_1_114?keywords=winter+jacket&qid=1661528008&sr=8-114,https://m.media-amazon.com/images/I/91iwHiZunTL._AC_UL320_.jpg
68,"Juicy Couture Girls Puffer Jacket, Ombre Printed Bubble Kids Coat with Fur Hoodie  ",4.4 out of 5 stars,226,$ 59.99,https://amazon.com/Juicy-Couture-Puffer-Jacket-Printed/dp/B09BG3MYLJ/ref=sr_1_115?keywords=winter+jacket&qid=1661528008&sr=8-115,https://m.media-amazon.com/images/I/71MW+XFAebL._AC_UL320_.jpg
69,GEMYSE Boy's Waterproof Ski Snow Jacket Hooded Fleece Windproof Winter Jacket  ,4.7 out of 5 stars,790,$ 72.98,https://amazon.com/GEMYSE-Waterproof-Jacket-Hooded-Windproof/dp/B088D5FYFW/ref=sr_1_116?keywords=winter+jacket&qid=1661528008&sr=8-116,https://m.media-amazon.com/images/I/71mCHwUilYL._AC_UL320_.jpg
70,Carter's Girls' Heavyweight Winter Jacket Coat  ,4.9 out of 5 stars,56,$ 37.58,https://amazon.com/Carters-Heavyweight-Winter-Jacket-Hearts/dp/B09592TCH7/ref=sr_1_117?keywords=winter+jacket&qid=1661528008&sr=8-117,https://m.media-amazon.com/images/I/81iBHxdEP1L._AC_UL320_.jpg
71,"Columbia Youth Girls Katelyn Crest Jacket, Dolphin, X-Small  ",4.5 out of 5 stars,2,$ 51.40,https://amazon.com/Columbia-Little-Katelyn-Dolphin-X-Small/dp/B0814BFW9W/ref=sr_1_118?keywords=winter+jacket&qid=1661528008&sr=8-118,https://m.media-amazon.com/images/I/71DwMz9LouS._AC_UL320_.jpg
72,Marmot Men's Guides Down Winter Jacket  ,4.5 out of 5 stars,"1,271",$ 194.66,https://amazon.com/Marmot-Guides-Winter-Puffer-Jacket/dp/B075LDZN3Y/ref=sr_1_119?keywords=winter+jacket&qid=1661528008&sr=8-119,https://m.media-amazon.com/images/I/71VDeuRVyfL._AC_UL320_.jpg
73,Columbia Women's Suttle Mountain Ii Insulated Jacket  ,4.4 out of 5 stars,111,$ 129.99,https://amazon.com/Columbia-Womens-Mountain-Insulated-X-Large/dp/B08MNSDK28/ref=sr_1_120?keywords=winter+jacket&qid=1661528008&sr=8-120,https://m.media-amazon.com/images/I/61OJOqfvFWS._AC_UL320_.jpg
74,PTSOC Women's 3 in 1 Ski Jacket Mountain Waterproof Windproof Winter Snow Coat Hike Snowboarding Jackets Hooded Warm Raincoat  ,4.5 out of 5 stars,426,$ 62.98,https://amazon.com/PTSOC-Waterproof-Outdoor-Mountain-Detachable/dp/B08G18TCPV/ref=sr_1_121?keywords=winter+jacket&qid=1661528008&sr=8-121,https://m.media-amazon.com/images/I/61RO7cMHiqL._AC_UL320_.jpg
75,Calvin Klein Boys' Eclipse Bubble Jacket  ,4.7 out of 5 stars,289,$ 46.50,https://amazon.com/Calvin-Klein-Eclipse-Bubble-Jacket/dp/B0829RLMJM/ref=sr_1_122?keywords=winter+jacket&qid=1661528008&sr=8-122,https://m.media-amazon.com/images/I/81V5cRsNGhL._AC_UL320_.jpg
76,Amazon Essentials Men's Performance Stretch Quilted Active Jacket  ,4.3 out of 5 stars,103,$ 33.20,https://amazon.com/Amazon-Essentials-Quilted-Active-Jacket/dp/B09251DJGM/ref=sr_1_123?keywords=winter+jacket&qid=1661528008&sr=8-123,https://m.media-amazon.com/images/I/71e0+SocWbL._AC_UL320_.jpg
77,Columbia Men's Tipton Peak Insulated Jacket  ,4.6 out of 5 stars,189,$ 119.28,https://amazon.com/Columbia-Tipton-Insulated-Snowboard-Jacket/dp/B08682TGV2/ref=sr_1_124?keywords=winter+jacket&qid=1661528008&sr=8-124,https://m.media-amazon.com/images/I/51RyQbDdZ7S._AC_UL320_.jpg
78,GEMYSE Men's Mountain Waterproof Ski Snow Jacket Winter Windproof Rain Jacket  ,4.6 out of 5 stars,"5,657",$ 78.98,https://amazon.com/YXP-Mountain-Waterproof-Jacket-Windproof/dp/B07H5MZ843/ref=sr_1_125?keywords=winter+jacket&qid=1661528008&sr=8-125,https://m.media-amazon.com/images/I/61taLSlJoHL._AC_UL320_.jpg
79,Columbia Women's Heavenly Jacket  ,4.8 out of 5 stars,"2,114",$ 89.99,https://amazon.com/Columbia-Womens-Heavenly-Nocturnal-X-Large/dp/B07J9KJ5DQ/ref=sr_1_126?keywords=winter+jacket&qid=1661528008&sr=8-126,https://m.media-amazon.com/images/I/81l+3qqC9WS._AC_UL320_.jpg
80,Women's Waterproof Ski Jacket Fleece Windproof Mountain Winter Snow Jacket Warm Outdoor Sports Rain Coat with Removable Hood  ,4.5 out of 5 stars,"1,506",$ 59.99,https://amazon.com/Waterproof-Windproof-Mountain-Removable-U220WCFY029/dp/B08CXB7ZDW/ref=sr_1_127?keywords=winter+jacket&qid=1661528008&sr=8-127,https://m.media-amazon.com/images/I/61eirSlR0jL._AC_UL320_.jpg
81,Eddie Bauer Women's CirrusLite 2.0 Down Parka  ,4.3 out of 5 stars,845,$ 84.99,https://amazon.com/Eddie-Bauer-Womens-CirrusLite-Regular/dp/B074WXJM4V/ref=sr_1_128?keywords=winter+jacket&qid=1661528008&sr=8-128,https://m.media-amazon.com/images/I/61ph-k8da5L._AC_UL320_.jpg
82,JiangWu Womens Fashion Horn Button Fleece Thicken Coat with Hood Winter Warm Jacket  ,3.7 out of 5 stars,"1,033",$ 43.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A07170632P02Z5HD5AVMM&url=%2FJiangWu-Fashion-Thicken-X-Large-Dark-gray%2Fdp%2FB096RGMV7P%2Fref%3Dsr_1_129_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1661528008%26sr%3D8-129-spons%26psc%3D1&qualifier=1661528008&id=2640903434794317&widgetName=sp_mtf,https://m.media-amazon.com/images/I/71Uka7jFopL._AC_UL320_.jpg
83,"33,000ft Men's Softshell Jacket Fleece Lined, Water Resistant Winter Warm Shell Jacket Coat Lightweight Outdoor Hiking  ",4.4 out of 5 stars,23,$ 49.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A00623132I69T2Z1NUTGO&url=%2F33-000ft-Softshell-Resistant-Lightweight%2Fdp%2FB08YQZ92V5%2Fref%3Dsr_1_131_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1661528008%26sr%3D8-131-spons%26psc%3D1&qualifier=1661528008&id=2640903434794317&widgetName=sp_mtf,https://m.media-amazon.com/images/I/51YSJ8FRd7L._AC_UL320_.jpg
84,Toddler Winter Coat Baby Boy Outerwear Jacket Infant Dubble Coat Clothes For Kid  ,4.3 out of 5 stars,47,$ 25.99,https://amazon.com/Toddler-Winter-Jacket-Outerwear-Clothes/dp/B09H2NYDPN/ref=sr_1_132?keywords=winter+jacket&qid=1661528008&sr=8-132,https://m.media-amazon.com/images/I/71dcIJuu5WL._AC_UL320_.jpg
85,Columbia Women's Benton Springs Ii Long Hoodie  ,4.6 out of 5 stars,"1,903",$ 54.99,https://amazon.com/Columbia-Plus-Size-Springs-Charcoal-Heather/dp/B00LEOTJN0/ref=sr_1_133?keywords=winter+jacket&qid=1661528008&sr=8-133,https://m.media-amazon.com/images/I/81Nv8j01W1L._AC_UL320_.jpg
86,WHATWEARS Men's Winter Coats Waterproof Ski Jacket for Men Snow Coat Windproof Mountain Jackets with Hooded  ,4.6 out of 5 stars,773,$ 44.99,https://amazon.com/Waterproof-Jacket-Windproof-Mountain-Jackets/dp/B08K8GTCXK/ref=sr_1_134?keywords=winter+jacket&qid=1661528008&sr=8-134,https://m.media-amazon.com/images/I/71K9lfMQI0L._AC_UL320_.jpg
87,Carhartt Boys' Zip Front Flannel Quilt Lined Hooded Active Jac  ,4.8 out of 5 stars,118,$ 48.79,https://amazon.com/Carhartt-Front-Flannel-Hooded-Active/dp/B09BZX248N/ref=sr_1_135?keywords=winter+jacket&qid=1661528008&sr=8-135,https://m.media-amazon.com/images/I/51YF8Mg9swL._AC_UL320_.jpg
88,WULFUL Men's Waterproof Ski Jacket Warm Winter Snow Coat Mountain Windbreaker Hooded Raincoat  ,4.6 out of 5 stars,"2,803",$ 52.99,https://amazon.com/WULFUL-Waterproof-Mountain-Windbreaker-Raincoat/dp/B08BHWRCMQ/ref=sr_1_136?keywords=winter+jacket&qid=1661528008&sr=8-136,https://m.media-amazon.com/images/I/61U9tG8brAL._AC_UL320_.jpg
89,"Eddie Bauer Kids Down Jacket - Hooded, Down Outerwear  ",4.4 out of 5 stars,694,$ 34.99,https://amazon.com/Eddie-Bauer-Kids-Down-Jacket/dp/B08DN3L5V9/ref=sr_1_137?keywords=winter+jacket&qid=1661528008&sr=8-137,https://m.media-amazon.com/images/I/812Rit3dAdL._AC_UL320_.jpg
90,Girl's Waterproof Ski Jacket Snow Windproof Fleece Winter Coat Hooded Raincoat  ,4.6 out of 5 stars,32,$ 55.99,https://amazon.com/Waterproof-Jacket-Windproof-Fleece-RoseRed/dp/B08K4727X4/ref=sr_1_138?keywords=winter+jacket&qid=1661528008&sr=8-138,https://m.media-amazon.com/images/I/71tvzgyN3dL._AC_UL320_.jpg
91,Columbia Men's Horizons Pine Interchange Jacket  ,4.7 out of 5 stars,819,$ 237.03,https://amazon.com/Columbia-Horizons-Interchange-Jacket-Black/dp/B01G7JVN44/ref=sr_1_139?keywords=winter+jacket&qid=1661528008&sr=8-139,https://m.media-amazon.com/images/I/71YLvvpAKfL._AC_UL320_.jpg
92,ARSUXEO Winter Warm UP Thermal Softshell Cycling Jacket Windproof Waterproof 15-k  ,4.4 out of 5 stars,"7,900",$ 39.99,https://amazon.com/ARSUXEO-Softshell-Windproof-Waterproof-Mountain/dp/B015H1SYL8/ref=sr_1_140?keywords=winter+jacket&qid=1661528008&sr=8-140,https://m.media-amazon.com/images/I/71WFElEyR+L._AC_UL320_.jpg
93,Columbia Women's White Out Mid Omni Heat Long Hooded Light Jacket Coat Puffer Plus/Regular  ,4.7 out of 5 stars,633,$ 127.74,https://amazon.com/Columbia-Womens-Hooded-Jacket-Regular/dp/B07WZ4R6MG/ref=sr_1_141?keywords=winter+jacket&qid=1661528008&sr=8-141,https://m.media-amazon.com/images/I/71qEEY7KtSL._AC_UL320_.jpg
94,BALEAF Men's Winter Cycling Running Jacket Thermal Fleece Biking Bicycle Cold Weather Gear Windproof  ,4.7 out of 5 stars,352,$ 49.99,https://amazon.com/BALEAF-Cycling-Running-Thermal-Windproof/dp/B09CV17J8L/ref=sr_1_142?keywords=winter+jacket&qid=1661528008&sr=8-142,https://m.media-amazon.com/images/I/61jKN7rv9nL._AC_UL320_.jpg
95,HSW Women Ski Jacket Girl Winter Coat Outdoor Jacket for Women Ladies Winter Jacket Waterproof  ,4.5 out of 5 stars,133,$ 128.99,https://amazon.com/HSW-Women-Jacket-Winter-Outdoor/dp/B0762HCZSQ/ref=sr_1_143?keywords=winter+jacket&qid=1661528008&sr=8-143,https://m.media-amazon.com/images/I/61H65mj1hTL._AC_UL320_.jpg
96,"Marmot Boy's Ajax Down Puffer Jacket, Fill Power 600  ",4.5 out of 5 stars,299,$ 42.91,https://amazon.com/Marmot-Puffer-Jacket-Power-Cobalt/dp/B00PH3EPI8/ref=sr_1_144?keywords=winter+jacket&qid=1661528008&sr=8-144,https://m.media-amazon.com/images/I/91kwnpIlqxL._AC_UL320_.jpg
97,Wantdo Boy's 3 in 1 Waterproof Ski Jacket Warm Winter Snow Coat Fleece Softshell Jacket Raincoat  ,4.5 out of 5 stars,427,$ 75.99,https://amazon.com/Wantdo-Waterproof-Winter-Interchange-Jacket/dp/B07M9YBMR7/ref=sr_1_145?keywords=winter+jacket&qid=1661528008&sr=8-145,https://m.media-amazon.com/images/I/81xrJpeMOKL._AC_UL320_.jpg
98,Columbia Women's Lake 22 Down Long Hooded Jacket  ,4.4 out of 5 stars,64,$ 98.00,https://amazon.com/Columbia-Lake-Hooded-Jacket-Nocturnal/dp/B07M9L42JX/ref=sr_1_146?keywords=winter+jacket&qid=1661528008&sr=8-146,https://m.media-amazon.com/images/I/61Pb+EPtpAL._AC_UL320_.jpg
99,Yozai Men's Warm Winter Coats for Mens Winter Jacket Snowboard Jacket Snow Waterproof Ski Jacket Mountain Hooded Parka  ,4.5 out of 5 stars,"3,429",$ 69.96,https://amazon.com/Yozai-Winter-Military-Detachable-Outwear/dp/B07TF4YHLN/ref=sr_1_147?keywords=winter+jacket&qid=1661528008&sr=8-147,https://m.media-amazon.com/images/I/91h0ox4QfxL._AC_UL320_.jpg
100,The North Face Girls' Reversible Mossbud Swirl Jacket  ,4.8 out of 5 stars,174,$ 81.70,https://amazon.com/North-Face-Reversible-Mossbud-Jacket/dp/B097NRZYPY/ref=sr_1_148?keywords=winter+jacket&qid=1661528008&sr=8-148,https://m.media-amazon.com/images/I/71w1fNwVzwL._AC_UL320_.jpg
101,Carhartt Men's High Visibility Waterproof Class 3 Insulated Sherwood Jacket  ,4.8 out of 5 stars,"1,776",$ 169.99,https://amazon.com/Carhartt-Waterproof-Insulated-Sherwood-X-Large/dp/B00DQO0G9C/ref=sr_1_149?keywords=winter+jacket&qid=1661528008&sr=8-149,https://m.media-amazon.com/images/I/712hzvl7gDL._AC_UL320_.jpg
102,PUMA Men's Bench Jacket  ,4.4 out of 5 stars,38,$ 74.11,https://amazon.com/PUMA-Bench-Jacket-Black-White/dp/B091DFD92K/ref=sr_1_150?keywords=winter+jacket&qid=1661528008&sr=8-150,https://m.media-amazon.com/images/I/613JVKxA6PL._AC_UL320_.jpg
103,Columbia Boys Winter Powder™ Quilted Jacket  ,4.6 out of 5 stars,62,$ 120.00,https://amazon.com/Columbia-Winter-Powder-Quilted-Jacket/dp/B0814BY9S6/ref=sr_1_151?keywords=winter+jacket&qid=1661528008&sr=8-151,https://m.media-amazon.com/images/I/61US+mHL-8S._AC_UL320_.jpg
104,Santic Women Bike Fleece Jackets Coat Windproof Reflective Thermal Soft shell Cycling Biking Jacket  ,3.8 out of 5 stars,17,$ 49.90,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A10171592X240D7HXOTL8&url=%2FSantic-Windproof-Reflective-Thermal-Black-Pink%2Fdp%2FB0819BVLM2%2Fref%3Dsr_1_153_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1661528008%26sr%3D8-153-spons%26psc%3D1&qualifier=1661528008&id=2640903434794317&widgetName=sp_btf,https://m.media-amazon.com/images/I/61vo-0ITnbL._AC_UL320_.jpg
105,JiangWu Hoodies for Men Winter Heavyweight Fleece Sherpa Lined Zipper Sweatshirt Jackets  ,4.2 out of 5 stars,141,$ 35.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A085518520IVMFGA2PTUM&url=%2FJiangWu-Hoodies-Heavyweight-Sweatshirt-Black-1%2Fdp%2FB09KZHRBQD%2Fref%3Dsr_1_155_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1661528008%26sr%3D8-155-spons%26psc%3D1&qualifier=1661528008&id=2640903434794317&widgetName=sp_btf,https://m.media-amazon.com/images/I/611jI3GLoJL._AC_UL320_.jpg
106,Neufigr Men's Warm Parka Jacket Winter Thicken Puffer Coat with Detachable Hood  ,3.8 out of 5 stars,12,$ 52.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A069502325IV8NTCA0CKG&url=%2FNeufigr-Jacket-Winter-Thicken-Detachable%2Fdp%2FB09DCRPH1V%2Fref%3Dsr_1_156_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1661528008%26sr%3D8-156-spons%26psc%3D1&qualifier=1661528008&id=2640903434794317&widgetName=sp_btf,https://m.media-amazon.com/images/I/71MGLWjc18L._AC_UL320_.jpg
107,Men's Zip Up Hoodie Heavyweight Winter Sweatshirt Fleece Sherpa Lined Warm Jacket  ,4.5 out of 5 stars,"6,249",$ 42.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTo3NTIzMjk1NTIwOTc1NzM6MTY2MTUyODAxMTpzcF9hdGZfbmV4dDoyMDAwOTAyNDcyMDAxNTE6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FHoodie-Heavyweight-Winter-Sweatshirt-Fleece%2Fdp%2FB08YR1QTPB%2Fref%3Dsr_1_145_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1661528011%26sr%3D8-145-spons%26psc%3D1,https://m.media-amazon.com/images/I/71pYNEUNjpL._AC_UL320_.jpg
108,JACKETOWN Men's Zip Up Hoodie Heavyweight Fleece Lined Jacket Wool Warm Thick Winter Coat Sweatshirt  ,5.0 out of 5 stars,1,$ 42.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTo3NTIzMjk1NTIwOTc1NzM6MTY2MTUyODAxMTpzcF9hdGZfbmV4dDoyMDAwNzg1MTg4MTgzOTg6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FJACKETOWN-jackets-Heavyweight-Sweatshirts-652-Grey%2Fdp%2FB09Z7X5GDS%2Fref%3Dsr_1_146_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1661528011%26sr%3D8-146-spons%26psc%3D1,https://m.media-amazon.com/images/I/81Z8GeA4LfL._AC_UL320_.jpg
109,BIKE BEER Army Cycling Jersey Men's Cycling Long Sleeve Fall/Winter Cycling Jersey  ,4.2 out of 5 stars,44,$ 26.66,https://amazon.com/sspa/click?ie=UTF8&spc=MTo3NTIzMjk1NTIwOTc1NzM6MTY2MTUyODAxMTpzcF9hdGZfbmV4dDoyMDAwNDU0Mjg3NTQxOTg6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FBIKE-BEER-Veterans-Cycling-Jersey%2Fdp%2FB09BKSZ4Z6%2Fref%3Dsr_1_147_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1661528011%26sr%3D8-147-spons%26psc%3D1,https://m.media-amazon.com/images/I/71LHGrOiUtL._AC_UL320_.jpg
110,HSW Women Ski Jacket Girl Winter Coat Outdoor Jacket for Women Ladies Winter Jacket Waterproof  ,4.5 out of 5 stars,133,$ 128.99,https://amazon.com/HSW-Women-Jacket-Winter-Outdoor/dp/B0762HCZSQ/ref=sr_1_150?keywords=winter+jacket&qid=1661528011&sr=8-150,https://m.media-amazon.com/images/I/61H65mj1hTL._AC_UL320_.jpg
111,The North Face Women's Carto Triclimate Waterproof Jacket  ,4.3 out of 5 stars,16,$ 249.95,https://amazon.com/North-Face-Womens-Triclimate-Jacket/dp/B097NHSWLB/ref=sr_1_151?keywords=winter+jacket&qid=1661528011&sr=8-151,https://m.media-amazon.com/images/I/61jPqO-fs2L._AC_UL320_.jpg
112,Steve Madden Women’s Winter Jacket – Insulated Weather Resistant Quilted Mid-Length Puffer Parka Coat (S-3X)  ,4.3 out of 5 stars,"2,388",$ 33.68,https://amazon.com/Steve-Madden-Womens-Outerwear-Titanium/dp/B0751YPFCX/ref=sr_1_152?keywords=winter+jacket&qid=1661528011&sr=8-152,https://m.media-amazon.com/images/I/71n-rQTuBeL._AC_UL320_.jpg
113,Wantdo Boy's 3 in 1 Waterproof Ski Jacket Warm Winter Snow Coat Fleece Softshell Jacket Raincoat  ,4.5 out of 5 stars,427,$ 75.99,https://amazon.com/Wantdo-Waterproof-Winter-Interchange-Jacket/dp/B07M9YBMR7/ref=sr_1_153?keywords=winter+jacket&qid=1661528011&sr=8-153,https://m.media-amazon.com/images/I/81xrJpeMOKL._AC_UL320_.jpg
114,DLGJPA Men's Mountain Waterproof Ski Jacket Hooded Windbreakers Windproof Raincoat Winter Warm Snow Coat  ,4.6 out of 5 stars,"3,163",$ 42.49,https://amazon.com/DLGJPA-Mountain-Waterproof-Windbreakers-Windproof/dp/B08G1FH3WQ/ref=sr_1_154?keywords=winter+jacket&qid=1661528011&sr=8-154,https://m.media-amazon.com/images/I/71oOXgSRyOS._AC_UL320_.jpg
115,Baby Girls Winter Autumn Warm Butterfly Little Kids Toddler Jacket Coat  ,4.5 out of 5 stars,"2,847",$ 28.90,https://amazon.com/Winter-Autumn-Cotton-Butterfly-Jacket/dp/B075687HS3/ref=sr_1_155?keywords=winter+jacket&qid=1661528011&sr=8-155,https://m.media-amazon.com/images/I/61bhPVJa7UL._AC_UL320_.jpg
116,Columbia Men's Timberturner Jacket  ,4.7 out of 5 stars,144,$ 240.00,https://amazon.com/Columbia-1864281-Mens-Timberturner-Jacket/dp/B0814BRX3G/ref=sr_1_156?keywords=winter+jacket&qid=1661528011&sr=8-156,https://m.media-amazon.com/images/I/61UFGaTBz3S._AC_UL320_.jpg
117,Yozai Men's Warm Winter Coats for Mens Winter Jacket Snowboard Jacket Snow Waterproof Ski Jacket Mountain Hooded Parka  ,4.5 out of 5 stars,"3,429",$ 69.96,https://amazon.com/Yozai-Winter-Military-Detachable-Outwear/dp/B07TF4YHLN/ref=sr_1_157?keywords=winter+jacket&qid=1661528011&sr=8-157,https://m.media-amazon.com/images/I/91h0ox4QfxL._AC_UL320_.jpg
118,"TSLA Kid's Snowboard & Ski Jacket, Waterproof Winter Jacket, Windproof Insulated Snow Jackets with Hood  ",4.7 out of 5 stars,65,$ 56.98,https://amazon.com/TSLA-Snowboard-Waterproof-Windproof-Insulated/dp/B0972PLW44/ref=sr_1_158?keywords=winter+jacket&qid=1661528011&sr=8-158,https://m.media-amazon.com/images/I/81YTu3SHTwL._AC_UL320_.jpg
119,Tommy Hilfiger Women's Mid-Length Puffer Hooded Down Jacket with Drawstring Packing Bag  ,4.4 out of 5 stars,"2,037",$ 68.34,https://amazon.com/Tommy-Hilfiger-Packable-Chevron-Crimson/dp/B07PVJ8WSC/ref=sr_1_159?keywords=winter+jacket&qid=1661528011&sr=8-159,https://m.media-amazon.com/images/I/71lypSMJyhS._AC_UL320_.jpg
120,MOERDENG Women's Waterproof Ski Jacket Warm Winter Snow Coat Mountain Windbreaker Hooded Raincoat Jacket  ,4.5 out of 5 stars,"25,268",$ 46.74,https://amazon.com/sspa/click?ie=UTF8&spc=MTo3NTIzMjk1NTIwOTc1NzM6MTY2MTUyODAxMTpzcF9tdGY6MjAwMTAxMDgxMDUzMjgxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FMOERDENG-Waterproof-Mountain-Windbreaker-Raincoat%2Fdp%2FB08FX3BQ6P%2Fref%3Dsr_1_161_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1661528011%26smid%3DA2O6VI746FE05N%26sr%3D8-161-spons%26psc%3D1,https://m.media-amazon.com/images/I/615rv7aoA+L._AC_UL320_.jpg
121,JiangWu Womens Fashion Horn Button Fleece Thicken Coat with Hood Winter Warm Jacket  ,3.7 out of 5 stars,"1,033",$ 43.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTo3NTIzMjk1NTIwOTc1NzM6MTY2MTUyODAxMTpzcF9tdGY6MjAwMDg2MjExMjYxNzExOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FJiangWu-Fashion-Thicken-X-Large-Dark-gray%2Fdp%2FB096RGMV7P%2Fref%3Dsr_1_162_sspa%3Fkeywords%3Dwinter%2Bjacket%26qid%3D1661528011%26sr%3D8-162-spons%26psc%3D1,https://m.media-amazon.com/images/I/71Uka7jFopL._AC_UL320_.jpg
122,Columbia Boys Winter Powder™ Quilted Jacket  ,4.6 out of 5 stars,62,$ 120.00,https://amazon.com/Columbia-Winter-Powder-Quilted-Jacket/dp/B0814BY9S6/ref=sr_1_165?keywords=winter+jacket&qid=1661528011&sr=8-165,https://m.media-amazon.com/images/I/61US+mHL-8S._AC_UL320_.jpg
123,GEMYSE Men's Mountain Waterproof Ski Snow Jacket Winter Windproof Rain Jacket  ,4.6 out of 5 stars,"2,149",$ 69.98,https://amazon.com/GEMYSE-Mountain-Waterproof-Jacket-Windproof/dp/B07SPBVBDQ/ref=sr_1_166?keywords=winter+jacket&qid=1661528011&sr=8-166,https://m.media-amazon.com/images/I/61bcbEiN29L._AC_UL320_.jpg
124,Columbia Men's South Canyon Long Down Parka  ,4.5 out of 5 stars,148,$ 280.00,https://amazon.com/Columbia-South-Canyon-Parka-X-Large/dp/B07J6TJKSR/ref=sr_1_167?keywords=winter+jacket&qid=1661528011&sr=8-167,https://m.media-amazon.com/images/I/61QkisLKM5S._AC_UL320_.jpg
125,Happy Cherry Baby Boys Girls Winter Snowsuit Warm Down Jumpsuit Windproof Puffer Romper  ,4.4 out of 5 stars,42,$ 44.99,https://amazon.com/Snowsuit-Windproof-Jumpsuit-Lightweight-Outwear/dp/B09BNNWGXV/ref=sr_1_168?keywords=winter+jacket&qid=1661528011&sr=8-168,https://m.media-amazon.com/images/I/61R83DaPCZL._AC_UL320_.jpg
126,"Columbia Women’s Whirlibird IV Interchange Winter Jacket, Waterproof & Breathable  ",4.8 out of 5 stars,857,$ 144.14,https://amazon.com/Columbia-Womens-Whirlibird-Interchange-Crossdye/dp/B07JW42RXN/ref=sr_1_169?keywords=winter+jacket&qid=1661528011&sr=8-169,https://m.media-amazon.com/images/I/61wSGt4nrNS._AC_UL320_.jpg
127,WULFUL Women’s Waterproof Snow Ski Jacket Mountain Windproof Winter Coat with detachable hood  ,4.6 out of 5 stars,"2,055",$ 49.99,https://amazon.com/WULFUL-Waterproof-Mountain-Windproof-detachable/dp/B08BHLKQ4Q/ref=sr_1_170?keywords=winter+jacket&qid=1661528011&sr=8-170,https://m.media-amazon.com/images/I/61ZmaE8T6cL._AC_UL320_.jpg
